# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"England vs South Africa Live Online Streaming, 1st T20: When and where to watch the first T20I, live TV coverage, time in IST",192978,5,5,0,0.00
"England vs South Africa Live Online Streaming, 1st T20: When and where to watch the first T20I, live TV coverage, time in IST",2252536,5,5,0,0.00
"England vs South Africa Live Online Streaming, 1st T20: When and where to watch the first T20I, live TV coverage, time in IST",2645148,5,5,0,0.00
"England vs South Africa Live Online Streaming, 1st T20: When and where to watch the first T20I, live TV coverage, time in IST",4957979,5,5,0,0.00
"England vs South Africa, 1st Test Preview: Hosts have the upper hand over Faf-less Proteas",1992076,5,5,0,0.00
"England vs South Africa, 1st Test: Joe Root falls short of double hundred, dismissed for 190",2609410,5,5,0,0.00
England vs South Africa: Dean Elgar looks to capitalise on Englands insecurities,7093919,5,5,0,0.00
"England vs South Africa: England played better cricket, deserved to win, says AB De Villiers",1085358,5,5,0,0.00
England vs South Africa: England take firm control of Lords Test,7104243,5,5,0,0.00
"England vs South Africa: It was a show of character from Dawid Malan, says Jos Buttler",2246016,5,5,0,0.00
"England vs South Africa: Ive grown up a lot over the last three years, says Jonny Bairstow",3850832,5,5,0,0.00
England vs South Africa: Jake Ball ruled out first Test due to knee injury,7065125,5,5,0,0.00
"England vs South Africa: The right decision was made, says Chris Morris on Jason Roy dismissal",871376,5,5,0,0.00
England vs South Africa: Twitterati praise Dawid Malan after debut show,3816084,5,5,0,0.00
England vs South Africa: Twitterati praise Dawid Malan after debut show,6989555,5,5,0,0.00
"Esteban Cambiasso, Nwankwo Kanu to attend FIFA U-17 World Cup draw ceremony",7095387,5,5,0,0.00
"Everton must improve away form to reach top four, says Morgan Schneiderlin",4696921,5,5,0,0.00
Fabio Aru beat Chris Froome in first mountain stage of Tour de France,1526142,5,5,0,0.00
"Fact that we won the final against India is the best feeling, says Azhar Mahmood",2246016,5,5,0,0.00
"Fact that we won the final against India is the best feeling, says Azhar Mahmood",3269178,5,5,0,0.00
Faf du Plessis extremely sad he wont be with South Africa for 1st Test against England,1962202,5,5,0,0.00
Faf du Plessis still remains unsure for the first Test against England,5361257,5,5,0,0.00
Feliciano Lopez beats Marin Cilic in nail-biting Queens Club final,7028929,5,5,0,0.00
"FIFA U-17 Football World Cup 2017 Live Draw: India, big teams await draw",5645097,5,5,0,0.00
FIFA U-17 World Cup 2017: World watches as India draws,2645148,5,5,0,0.00
FIFA warns Mexico over insulting chants at Confederations Cup in Russia,2280278,5,5,0,0.00
FIFA warns Mexico over insulting chants at Confederations Cup in Russia,5867261,5,5,0,0.00
FIH distances itself from Batras Facebook tirade,7023899,5,5,0,0.00
FIH distances itself from president Narinder Batras Facebook tirade,6262459,5,5,0,0.00
FIH distances itself from president Narinder Batras Facebook tirade,7024789,5,5,0,0.00
Filipinos stunned by Manny Pacquiao defeat in Australia,4434372,5,5,0,0.00
